,spkts,dpkts,sttl,dttl,smean,dmean,label
2016,16,18,31,29,96,91,0
19724,10,6,254,252,56,45,1
10567,2,0,254,0,100,0,1
9189,4,0,254,0,100,0,1
17675,12,10,254,252,100,81,1
5704,2,0,254,0,100,0,1
4845,4,4,31,29,142,76,0
4809,38,40,31,29,64,482,0
4698,12,12,31,29,89,188,0
6793,2,0,254,0,84,0,1
2510,8,10,31,29,132,82,0
16384,2,0,254,0,84,0,1
2585,16,18,31,29,96,91,0
14194,2,0,254,0,100,0,1
13570,2,0,254,0,100,0,1
4543,16,18,31,29,96,91,0
8647,4,0,254,0,90,0,1
10228,2,0,254,0,84,0,1
3604,16,18,31,29,96,91,0
6050,2,0,254,0,90,0,1
2938,16,18,31,29,96,91,0
10825,2,0,254,0,100,0,1
18495,16,10,254,252,58,56,1
5114,2,0,254,0,84,0,1
17773,10,6,254,252,97,45,1
5085,38,40,31,29,64,482,0
1554,22,24,31,29,87,180,0
3629,40,42,31,29,64,551,0
14956,10,10,62,252,47,253,1
13259,28,0,254,0,108,0,1
6231,2,0,254,0,100,0,1
13770,2,0,254,0,100,0,1
693,8,10,31,29,132,82,0
5847,10,8,254,252,49,44,1
4799,4,4,31,29,132,76,0
11011,2,0,254,0,100,0,1
14842,20,6,254,252,823,45,1
8161,2,0,254,0,100,0,1
970,4,4,31,29,142,78,0
12468,2,0,254,0,100,0,1
7523,2,0,254,0,100,0,1
14672,2,0,254,0,100,0,1
7721,10,6,254,252,49,45,1
19492,38,138,62,252,50,1177,1
4553,2,2,31,29,65,81,0
3385,12,12,31,29,89,188,0
7091,2,0,254,0,100,0,1
7099,2,0,254,0,100,0,1
18893,12,8,254,252,89,94,1
19548,24,22,62,252,53,74,1
14083,2,0,254,0,52,0,1
806,4,4,31,29,132,76,0
4933,2,2,31,29,65,81,0
161,2,0,254,0,84,0,0
9599,22,0,254,0,108,0,1
16904,24,22,62,252,52,75,1
5492,2,0,254,0,90,0,1
10182,2,0,254,0,100,0,1
7556,2,0,254,0,100,0,1
476,16,18,31,29,96,91,0
14131,8,8,62,252,46,123,1
4823,60,60,31,29,97,135,0
6865,12,10,254,252,83,84,1
19864,2,2,62,252,60,399,1
9408,10,8,254,252,92,44,1
2463,30,42,31,29,77,819,0
4365,16,18,31,29,96,91,0
16703,22,20,254,252,127,92,1
3276,52,54,31,29,56,69,0
3412,16,18,31,29,96,91,0
11404,2,0,254,0,100,0,1
4143,68,70,31,29,59,849,0
8563,2,0,254,0,90,0,1
14973,2,0,254,0,100,0,1
7270,18,0,254,0,159,0,1
9897,10,6,254,252,97,45,1
13162,40,0,254,0,272,0,1
9209,80,0,254,0,108,0,1
696,16,18,31,29,96,91,0
18330,24,60,62,252,53,987,1
2859,16,18,31,29,96,91,0
3369,16,18,31,29,96,91,0
3091,16,18,31,29,96,91,0
3844,16,18,31,29,96,91,0
1028,16,18,31,29,96,91,0
10086,2,0,254,0,100,0,1
18478,10,6,254,252,252,45,1
19178,14,38,62,252,70,1105,1
18654,10,10,62,252,78,336,1
19138,10,12,62,252,83,551,1
376,8,10,31,29,132,82,0
12376,2,0,254,0,100,0,1
8658,2,0,254,0,100,0,1
4420,30,42,31,29,77,819,0
2397,78,80,31,29,58,910,0
2741,16,18,31,29,96,91,0
6498,10,6,254,252,52,45,1
1081,16,18,31,29,96,91,0
8002,10,8,254,252,56,44,1
19516,28,22,62,252,307,81,1
14986,20,16,254,252,54,44,1
3703,8,10,31,29,132,82,0
16938,2,0,254,0,1012,0,1
14315,2,0,254,0,100,0,1
1020,30,42,31,29,77,819,0
3885,14,18,31,29,120,565,0
197,6,8,31,29,53,228,0
471,8,12,31,29,53,735,0
19876,1,0,0,0,46,0,0
10902,2,0,254,0,100,0,1
11516,2,0,254,0,100,0,1
4646,16,18,31,29,96,91,0
6663,2,0,254,0,100,0,1
18780,8,10,62,252,46,375,1
448,8,10,31,29,132,82,0
5182,20,14,254,252,59,44,1
8625,2,0,254,0,100,0,1
8548,2,0,254,0,39,0,1
9809,18,18,62,252,56,220,1
1449,30,42,31,29,77,819,0
2630,2,2,31,29,73,89,0
9974,12,22,62,252,72,1036,1
16135,10,6,254,252,101,45,1
18626,10,8,254,252,56,44,1
13171,2,0,254,0,100,0,1
789,16,18,31,29,96,91,0
1487,2,2,31,29,66,82,0
3086,28,42,31,29,79,819,0
5180,10,6,254,252,59,45,1
16512,42,0,254,0,52,0,1
1038,16,18,31,29,96,91,0
7954,12,10,254,252,56,46,1
5989,10,6,254,252,179,45,1
9795,2,0,254,0,84,0,1
7062,14,14,254,252,68,50,1
2868,2,2,31,29,73,89,0
9973,12,16,62,252,106,683,1
15809,14,18,254,252,159,869,1
4950,14,6,31,29,638,53,0
11435,2,0,254,0,100,0,1
12751,2,0,254,0,100,0,1
12853,2,0,254,0,100,0,1
2836,30,42,31,29,77,819,0
14008,2,0,254,0,100,0,1
2997,8,10,31,29,132,82,0
4803,122,126,31,29,64,115,0
6037,2,0,254,0,100,0,1
3150,16,18,31,29,96,91,0
3846,14,18,31,29,120,565,0
9235,2,0,254,0,100,0,1
633,16,18,31,29,96,91,0
17149,10,8,254,252,56,44,1
16493,10,8,254,252,56,44,1
13428,28,0,254,0,108,0,1
5974,10,8,62,252,80,147,1
19312,10,8,254,252,251,44,1
13819,2,0,254,0,100,0,1
7282,10,8,254,252,237,229,1
2618,12,12,31,29,89,188,0
1529,16,18,31,29,96,91,0
620,16,18,31,29,96,91,0
2117,2,2,31,29,73,89,0
19032,22,12,254,252,808,76,1
2495,16,18,31,29,96,91,0
1724,2,2,31,29,66,82,0
13492,10,6,254,252,101,45,1
7314,2,0,254,0,84,0,1
1182,16,18,31,29,96,91,0
4980,4,4,31,29,142,78,0
5221,2,0,254,0,1002,0,1
405,8,10,31,29,132,82,0
16953,2,0,254,0,1438,0,1
3544,2,2,31,29,66,82,0
14388,10,6,254,252,127,45,1
4704,16,18,31,29,96,91,0
9100,10,12,62,252,79,633,1
15384,2,0,254,0,84,0,1
1121,78,80,31,29,58,910,0
15005,2,0,254,0,100,0,1
19339,2,0,254,0,668,0,1
740,16,18,31,29,96,91,0
1240,366,746,31,29,53,1458,0
8295,10,6,254,252,88,45,1
1585,16,18,31,29,80,143,0
790,16,18,31,29,96,91,0
14925,2,0,254,0,100,0,1
692,2,2,31,29,73,89,0
19892,10,8,254,252,53,44,0
7071,2,0,254,0,90,0,1
9883,2,0,254,0,100,0,1
18420,12,8,254,252,85,96,1
9738,2,0,254,0,100,0,1
5036,68,70,31,29,59,849,0
8246,12,8,254,252,67,49,1
4743,14,8,31,29,638,53,0
1131,4,4,31,29,142,78,0
186,2,0,254,0,203,0,0
3131,4,4,31,29,142,76,0
2292,4,4,31,29,142,78,0
12334,2,0,254,0,100,0,1
2768,2,2,31,29,66,82,0
5703,2,0,254,0,100,0,1
16567,22,22,62,252,52,75,1
3501,2,2,31,29,66,82,0
19801,8,8,62,252,46,123,1
7194,10,8,62,252,80,160,1
16383,10,10,62,252,80,129,1
15071,22,70,62,252,106,1258,1
16588,10,6,254,252,76,45,1
7727,14,6,254,252,488,45,1
13059,12,8,254,252,83,95,1
13019,22,20,62,252,126,89,1
8318,34,22,62,252,588,82,1
2519,26,28,31,29,160,106,0
10294,2,0,254,0,100,0,1
5504,10,8,254,252,56,44,1
9428,12,12,254,252,64,57,1
9343,2,0,254,0,84,0,1
14676,2,0,254,0,100,0,1
11944,2,0,254,0,100,0,1
4753,2,2,31,29,65,81,0
15749,12,6,254,252,477,45,1
12173,20,20,62,252,49,151,1
7732,10,12,62,252,81,706,1
10465,2,0,254,0,100,0,1
16935,10,8,254,252,56,44,1
7069,10,10,62,252,84,536,1
4060,48,50,31,29,62,610,0
165,66,66,31,29,59,785,0
12861,24,22,62,252,52,75,1
337,2,2,31,29,66,82,0
1822,16,18,31,29,96,91,0
4421,16,18,31,29,96,91,0
2394,16,18,31,29,96,91,0
7024,2,0,254,0,100,0,1
19418,12,10,62,252,107,316,1
1422,40,42,31,29,64,551,0
14171,2,0,254,0,100,0,1
13538,12,10,254,252,253,81,1
19928,2,0,254,0,100,0,1
3918,24,24,31,29,84,180,0
1852,8,10,31,29,132,82,0
5783,10,10,62,252,84,136,1
11833,2,0,254,0,100,0,1
7206,10,6,254,252,49,45,1
11607,10,6,254,252,89,45,1
9788,22,20,62,252,284,86,1
2764,28,30,31,29,152,103,0
16560,10,6,254,252,87,45,1
4730,10,12,31,29,53,735,0
18279,96,564,62,252,47,1321,1
3613,42,40,31,29,63,576,0
1095,8,12,31,29,53,735,0
8453,12,6,254,252,350,45,1
296,12,18,31,29,132,565,0
16873,2,0,254,0,372,0,1
763,122,126,31,29,64,120,0
14222,2,0,254,0,100,0,1
12244,2,0,254,0,100,0,1
14778,2,0,254,0,100,0,1
14732,2,0,254,0,100,0,1
10460,30,14,254,252,921,55,1
11,62,28,62,252,909,79,0
1158,16,18,31,29,80,143,0
13397,2,0,254,0,100,0,1
6373,2,0,254,0,84,0,1
16473,42,0,254,0,440,0,1
3866,16,18,31,29,96,91,0
19045,10,8,254,252,75,44,1
13123,2,0,254,0,84,0,1
3246,14,8,31,29,638,53,0
7747,2,0,254,0,100,0,1
14301,2,0,254,0,100,0,1
3640,6,8,31,29,53,233,0
3138,16,18,31,29,96,91,0
792,16,18,31,29,96,91,0
8204,10,8,254,252,56,44,1
14458,2,0,254,0,100,0,1
3536,2,2,31,29,66,82,0
3347,16,18,31,29,96,91,0
17515,10,8,62,252,78,151,1
11691,2,0,254,0,100,0,1
2652,16,18,31,29,96,91,0
13535,10,10,62,252,82,132,1
14455,2,0,254,0,100,0,1
13305,10,8,254,252,56,44,1
1491,12,18,31,29,132,565,0
4109,90,92,31,29,57,911,0
1072,16,18,31,29,96,91,0
847,16,18,31,29,96,91,0
19554,20,8,254,252,891,44,1
2719,2,2,31,29,66,82,0
3981,16,18,31,29,96,91,0
11210,2,0,254,0,100,0,1
2106,16,18,31,29,96,91,0
9505,2,0,254,0,100,0,1
13161,2,0,254,0,84,0,1
1320,16,18,31,29,96,91,0
4422,2,2,31,29,73,89,0
5096,90,92,31,29,57,911,0
2394,16,18,31,29,96,91,0
11698,2,0,254,0,100,0,1
3804,90,92,31,29,57,911,0
3812,12,18,31,29,132,565,0
8383,10,6,254,252,143,45,1
3777,62,58,31,29,96,138,0
180,8,10,31,29,132,82,0
12693,2,0,254,0,100,0,1
4901,48,50,31,29,62,610,0
10683,2,0,254,0,100,0,1
19551,24,24,62,252,54,73,1
5820,10,6,254,252,97,45,1
14125,2,0,254,0,100,0,1
14193,2,0,254,0,100,0,1
727,16,18,31,29,96,91,0
2736,4,4,31,29,130,76,0
18739,2,0,254,0,84,0,1
19012,10,8,254,252,56,44,1
4982,68,70,31,29,59,849,0
6690,2,0,254,0,532,0,1
18617,2,0,254,0,489,0,1
11452,2,0,254,0,100,0,1
9597,26,56,62,252,46,906,1
1929,16,18,31,29,96,91,0
2194,16,18,31,29,96,91,0
4418,90,92,31,29,57,911,0
2520,28,42,31,29,79,819,0
5050,2,2,31,29,66,82,0
3000,16,18,31,29,96,91,0
14610,22,36,62,252,55,783,1
232,4,4,31,29,132,76,0
4961,234,438,31,29,57,1252,0
10140,2,0,254,0,100,0,1
914,28,42,31,29,79,819,0
11818,2,0,254,0,100,0,1
16879,10,16,62,252,78,750,1
6506,10,6,254,252,63,45,1
18108,10,8,62,252,86,167,1
14883,2,0,254,0,116,0,1
17768,2,0,254,0,912,0,1
511,8,10,31,29,132,82,0
14850,14,12,254,252,186,66,1
18470,2,0,254,0,839,0,1
6076,10,6,254,252,53,45,1
16485,250,24,254,60,994,69,1
461,8,10,31,29,132,82,0
11445,2,0,254,0,532,0,1
10890,2,0,254,0,84,0,1
2664,12,18,31,29,132,565,0
18205,10,8,62,252,80,225,1
6418,2,0,254,0,101,0,1
7774,10,6,254,252,87,45,1
6948,14,12,254,252,50,67,1
1092,66,68,31,29,59,763,0
12480,2,0,254,0,100,0,1
2372,78,80,31,29,58,910,0
13389,2,0,254,0,84,0,1
4948,52,54,31,29,56,69,0
4817,68,70,31,29,59,849,0
16334,2,0,254,0,84,0,1
3904,64,66,31,29,59,785,0
9126,10,8,254,252,56,44,1
9134,2,0,254,0,52,0,1
12821,10,6,254,252,53,45,1
9042,12,10,254,252,82,85,1
2173,16,18,31,29,96,91,0
12994,2,0,254,0,100,0,1
3880,2,2,31,29,73,89,0
14682,2,0,254,0,52,0,1
3730,16,18,31,29,96,91,0
17665,10,14,62,252,82,700,1
4638,16,18,31,29,96,91,0
17721,10,8,62,252,77,145,1
2406,16,18,31,29,96,91,0
8732,2,0,254,0,90,0,1
14908,10,8,254,252,102,132,1
3088,6,8,31,29,53,233,0
15909,22,20,62,252,162,87,1
1357,16,18,31,29,96,91,0
12411,10,6,254,252,53,45,1
6759,28,72,62,252,46,1001,1
4624,48,50,31,29,62,610,0
14347,22,22,62,252,53,76,1
9668,2,0,254,0,100,0,1
7046,22,10,254,252,808,82,1
17877,2,0,254,0,532,0,1
2904,64,66,31,29,59,785,0
17002,12,28,254,252,85,1186,1
17067,10,8,62,252,89,134,1
2863,2,2,31,29,65,81,0
12873,12,8,254,252,95,93,1
7169,2,0,254,0,90,0,1
2833,2,0,63,0,84,0,0
7387,10,8,254,252,54,44,1
324,16,18,31,29,96,91,0
10267,2,0,254,0,100,0,1
4161,16,18,31,29,96,91,0
16125,2,0,254,0,52,0,1
18120,3,0,254,0,1009,0,1
840,16,18,31,29,96,91,0
19628,72,26,62,252,1011,76,1
11985,10,6,254,252,59,45,1
5929,2,0,254,0,445,0,1
816,16,18,31,29,96,91,0
19427,20,0,254,0,64,0,1
15663,12,14,62,252,113,336,1
3309,16,18,31,29,96,91,0
7082,2,0,254,0,90,0,1
11757,2,0,254,0,100,0,1
4096,2,2,31,29,73,89,0
5893,14,12,254,252,57,50,1
1970,12,18,31,29,132,565,0
4772,2,2,31,29,65,81,0
1897,16,18,31,29,96,91,0
12682,2,0,254,0,100,0,1
5139,2,0,254,0,100,0,1
12595,2,0,254,0,100,0,1
3694,12,18,31,29,132,565,0
8207,12,8,254,252,83,87,1
16069,20,8,254,252,892,44,1
2977,16,18,31,29,96,91,0
19546,10,6,254,252,85,45,1
17624,10,6,254,252,53,45,0
18320,10,6,254,252,76,45,1
7645,2,0,254,0,100,0,1
51,10,8,254,252,56,44,0
1946,2,2,31,29,66,82,0
15340,10,8,254,252,56,44,1
4977,4,4,31,29,142,76,0
1850,2,2,31,29,73,89,0
6800,10,8,62,252,82,215,1
2734,10,12,31,29,53,735,0
9195,2,0,254,0,100,0,1
9039,10,6,254,252,96,45,1
7929,2,0,254,0,100,0,1
551,28,30,31,29,152,103,0
717,16,18,31,29,96,91,0
17650,10,8,62,252,90,215,1
9306,2,0,254,0,84,0,1
5411,12,8,254,252,105,90,1
17623,42,22,62,252,749,89,1
6858,10,10,62,252,83,123,1
16424,10,16,62,252,80,820,1
14755,2,0,254,0,100,0,1
7788,2,0,254,0,100,0,1
1216,16,18,31,29,96,91,0
5041,38,40,31,29,64,482,0
3281,8,12,31,29,53,735,0
7649,12,10,254,252,83,80,1
11251,2,0,254,0,100,0,1
9778,10,10,62,252,82,608,1
14568,2,0,254,0,100,0,1
18130,10,6,254,252,76,45,1
1111,16,18,31,29,96,91,0
17728,10,8,62,252,80,197,1
16794,2,0,254,0,99,0,1
15518,10,6,254,252,60,45,1
13314,2,0,254,0,100,0,1
7822,10,8,254,252,56,44,1
4369,16,18,31,29,96,91,0
16422,10,20,62,252,82,790,1
14953,2,0,254,0,100,0,1
14812,2,0,254,0,100,0,1
14546,16,12,254,252,59,54,1
8908,22,32,62,252,54,688,1
5548,12,8,254,252,83,91,1
10161,14,14,254,252,61,55,1
3604,16,18,31,29,96,91,0
4074,92,92,31,29,57,911,0
2092,4,4,31,29,142,78,0
15029,2,0,254,0,100,0,1
16772,16,6,254,252,674,45,1
3156,16,18,31,29,96,91,0
1705,2,2,31,29,73,89,0
15951,10,8,254,252,97,44,1
9951,16,12,254,252,57,58,1
9932,22,22,62,252,53,74,1
1396,16,18,31,29,96,91,0
10568,2,0,254,0,100,0,1
12754,2,0,254,0,100,0,1
3940,4,4,31,29,130,76,0
4168,450,858,31,29,56,1276,0
16350,10,8,254,252,56,44,1
1059,16,18,31,29,96,91,0
10089,2,0,254,0,84,0,1
19108,4,2,254,60,126,184,1
903,64,66,31,29,59,785,0
5109,8,8,62,252,46,84,1
4296,68,70,31,29,59,849,0
17384,10,8,254,252,70,44,1
17064,10,12,62,252,79,336,1
3424,4,4,31,29,132,76,0
17652,2,0,254,0,1320,0,1
3497,16,18,31,29,96,91,0
2178,16,18,31,29,96,91,0
14786,20,34,62,252,56,749,1
869,66,66,31,29,59,785,0
2677,16,18,31,29,96,91,0
17272,12,8,254,252,254,92,1
7187,2,0,254,0,707,0,1
11520,2,0,254,0,100,0,1
2661,2,2,31,29,73,89,0
406,14,6,31,29,638,53,0
15697,20,14,254,252,53,44,1
19127,14,12,254,252,56,59,1
755,4,4,31,29,142,78,0
16900,10,6,254,252,94,45,1
4929,4,4,31,29,142,76,0
12441,2,0,254,0,100,0,1
16509,60,14,254,252,1137,44,1
10977,2,0,254,0,100,0,1
14897,2,0,254,0,100,0,1
2560,16,18,31,29,96,91,0
17030,10,10,62,252,79,425,1
15646,2,0,254,0,84,0,1
2689,2,2,31,29,66,82,0
16070,2,0,254,0,52,0,1
815,16,18,31,29,96,91,0
19482,116,0,254,0,78,0,1
3276,52,54,31,29,56,69,0
10990,2,0,254,0,100,0,1
19709,12,8,254,252,83,92,1
3649,8,10,31,29,132,82,0
6825,2,0,254,0,84,0,1
3006,8,10,31,29,132,82,0
61,10,8,254,252,56,44,0
6788,2,0,254,0,100,0,1
2156,16,18,31,29,96,91,0
10668,2,0,254,0,84,0,1
408,16,18,31,29,96,91,0
13969,184,182,254,60,96,90,1
873,16,18,31,29,96,91,0
812,16,18,31,29,96,91,0
19535,10,6,254,252,102,45,1
2900,40,42,31,29,64,551,0
12144,2,0,254,0,100,0,1
19175,46,24,62,252,866,77,1
17886,20,34,62,252,55,801,1
10185,2,0,254,0,84,0,1
3066,18,18,31,29,230,136,0
11369,2,0,254,0,100,0,1
11676,18,18,62,252,57,166,1
15524,14,10,254,252,55,56,1
4271,18,18,31,29,230,136,0
953,16,18,31,29,96,91,0
1808,12,12,31,29,89,188,0
10519,2,0,254,0,90,0,1
11115,2,0,254,0,100,0,1
809,40,42,31,29,64,551,0
4502,650,1278,31,29,56,1284,0
14137,2,0,254,0,100,0,1
13438,2,0,254,0,84,0,1
2018,8,10,31,29,132,82,0
10868,10,8,254,252,83,206,1
957,8,10,31,29,132,82,0
12996,2,0,254,0,100,0,1
14624,2,0,254,0,100,0,1
7238,12,6,254,252,307,45,1
2455,16,18,31,29,96,91,0
17761,10,6,254,252,51,45,1
11185,2,0,254,0,100,0,1
9983,10,8,254,252,135,135,1
15346,14,10,254,252,55,56,1
10839,18,26,62,252,57,510,1
18125,4,2,254,60,126,184,1
4368,434,858,31,29,56,1276,0
2631,52,42,31,29,718,80,0
2680,16,18,31,29,96,91,0
14731,2,0,254,0,100,0,1
6444,2,0,254,0,100,0,1
15782,10,6,254,252,53,45,1
17716,202,0,254,0,272,0,1
2801,2,2,31,29,73,89,0
5975,2,2,254,60,76,41,1
6482,2,0,254,0,532,0,1
17942,2,0,254,0,84,0,1
2669,4,4,31,29,130,76,0
8396,10,8,254,252,125,44,1
3652,42,42,31,29,63,551,0
345,2,2,31,29,65,81,0
18996,2,0,254,0,84,0,1
2808,16,18,31,29,96,91,0
14292,8,8,62,252,46,110,1
66,6,0,1,0,64,0,0
9374,10,8,254,252,47,71,1
8229,2,0,254,0,100,0,1
5161,10,8,62,252,45,121,1
3145,16,18,31,29,96,91,0
718,28,30,31,29,152,103,0
11074,2,0,254,0,90,0,1
13469,10,6,254,252,51,45,1
8475,2,0,254,0,84,0,1
3019,40,42,31,29,64,551,0
1653,16,18,31,29,96,91,0
1049,64,66,31,29,59,785,0
1873,52,38,31,29,718,83,0
7150,2,0,254,0,88,0,1
1044,16,18,31,29,96,91,0
678,16,18,31,29,96,91,0
10131,2,0,254,0,100,0,1
16089,10,8,254,252,67,44,1
516,8,10,31,29,132,82,0
6778,2,0,254,0,100,0,1
13319,12,8,254,252,83,92,1
3728,64,66,31,29,59,785,0
3644,52,42,31,29,716,80,0
3279,14,18,31,29,120,565,0
19791,26,72,62,252,52,999,1
16359,2,0,254,0,84,0,1
16666,22,12,254,252,807,75,1
1713,122,126,31,29,64,115,0
1395,30,42,31,29,77,819,0
14719,10,8,254,252,77,44,1
6320,2,0,254,0,100,0,1
15662,10,6,254,252,53,45,1
14479,2,0,254,0,100,0,1
8771,10,6,254,252,60,45,1
890,28,42,31,29,79,819,0
3151,16,18,31,29,96,91,0
8688,12,8,254,252,93,88,1
17004,82,0,254,0,64,0,1
7881,12,8,254,252,90,89,1
13862,10,6,254,252,91,45,1
10050,2,0,254,0,52,0,1
5082,22,14,31,29,67,123,0
15274,10,8,254,252,56,44,1
12385,2,0,254,0,100,0,1
1838,16,18,31,29,96,91,0
7484,2,0,254,0,100,0,1
1275,16,18,31,29,96,91,0
15768,32,84,62,252,45,1032,1
4691,40,42,31,29,64,551,0
2599,2,2,31,29,73,89,0
9001,12,10,254,252,92,81,1
3977,2,2,31,29,66,82,0
19103,2,0,254,0,84,0,1
15456,16,16,254,60,579,784,1
1205,16,18,31,29,96,91,0
221,62,58,31,29,96,138,0
15798,10,6,254,252,120,45,1
524,8,10,31,29,132,82,0
7252,2,0,254,0,84,0,1
3071,16,18,31,29,96,91,0
3194,2,2,31,29,66,82,0
6601,10,6,254,252,59,45,1
13887,180,42,62,252,1192,66,1
4695,8,10,31,29,132,82,0
11514,2,0,254,0,100,0,1
19332,10,6,254,252,99,45,1
110,2,0,254,0,745,0,0
13912,2,0,254,0,100,0,1
2235,16,18,31,29,96,91,0
4802,22,24,31,29,87,180,0
9156,156,40,62,252,1189,63,1
3648,14,18,31,29,120,565,0
18412,2,0,254,0,52,0,1
9914,2,0,254,0,100,0,1
5357,10,6,254,252,263,45,1
9395,2,0,254,0,100,0,1
1703,2,2,31,29,73,89,0
15313,24,22,62,252,54,74,1
8812,18,18,254,60,96,90,1
8101,52,252,62,252,47,1249,1
4285,16,18,31,29,96,91,0
5310,24,18,254,252,94,87,1
19963,12,8,254,252,100,92,1
5691,2,0,254,0,100,0,1
4248,14,18,31,29,120,565,0
2586,2,2,31,29,73,89,0
2825,52,42,31,29,718,80,0
2173,16,18,31,29,96,91,0
4925,38,40,31,29,64,482,0
1172,16,18,31,29,96,91,0
9463,52,12,254,252,1142,44,1
13618,10,6,254,252,98,45,1
569,16,18,31,29,96,91,0
14325,36,168,62,252,63,1341,1
2120,8,10,31,29,132,82,0
18026,2,0,254,0,320,0,1
16922,18,8,254,252,821,44,1
3895,28,42,31,29,79,819,0
513,8,10,31,29,132,82,0
13048,12,10,254,252,85,84,1
7715,2,0,254,0,100,0,1
16008,12,18,62,252,77,732,1
12243,2,0,254,0,84,0,1
11035,2,0,254,0,90,0,1
8279,2,0,254,0,84,0,1
6777,90,30,62,252,1047,73,1
998,30,42,31,29,77,819,0
12109,2,0,254,0,100,0,1
2466,16,18,31,29,96,91,0
4489,52,40,31,29,718,82,0
4896,22,14,31,29,67,123,0
1218,30,42,31,29,77,819,0
11635,2,0,254,0,100,0,1
4594,4,4,31,29,130,76,0
13115,2,0,254,0,668,0,1
3183,78,80,31,29,58,910,0
14617,10,18,62,252,79,888,1
390,38,40,31,29,64,463,0
16766,82,0,254,0,64,0,1
3039,12,18,31,29,132,565,0
14478,2,0,254,0,100,0,1
16388,22,20,62,252,191,85,1
18432,12,16,62,252,131,772,1
7495,12,22,62,252,73,1043,1
1592,8,10,31,29,132,82,0
11761,2,0,254,0,100,0,1
14379,2,0,254,0,100,0,1
373,8,10,31,29,132,82,0
11991,2,0,254,0,100,0,1
1426,16,18,31,29,96,91,0
69,2,2,0,0,28,46,0
12008,2,0,254,0,100,0,1
6930,10,10,62,252,80,185,1
19915,10,6,254,252,53,45,0
10084,2,0,254,0,100,0,1
17291,60,14,254,252,1137,44,1
10224,2,0,254,0,100,0,1
2775,108,114,31,29,88,108,0
18652,10,6,254,252,59,45,1
5755,12,10,254,252,103,83,1
1473,52,54,31,29,56,69,0
19183,30,22,62,252,611,81,1
10103,2,0,254,0,100,0,1
3376,30,42,31,29,77,819,0
1026,2,2,31,29,65,81,0
1726,28,30,31,29,152,103,0
3559,40,42,31,29,64,551,0
13020,2,0,254,0,84,0,1
18440,2,0,254,0,320,0,1
13234,10,6,254,252,53,45,1
18178,10,6,254,252,53,45,0
6455,2,0,254,0,100,0,1
1962,22,24,31,29,87,180,0
1175,28,30,31,29,152,103,0
429,8,10,31,29,132,82,0
5855,10,8,254,252,252,44,1
15992,2,0,254,0,84,0,1
6791,2,0,254,0,90,0,1
12922,2,0,254,0,100,0,1
6090,10,6,254,252,74,45,1
8347,116,0,254,0,147,0,1
11803,2,0,254,0,100,0,1
6969,10,6,254,252,149,45,1
2129,62,58,31,29,96,138,0
2138,16,18,31,29,96,91,0
1301,8,10,31,29,132,82,0
15788,52,24,62,252,928,77,1
7289,24,66,62,252,52,1034,1
5002,52,42,31,29,719,80,0
2905,16,18,31,29,96,91,0
16907,8,10,62,252,46,375,1
19678,10,8,254,252,82,44,1
3514,16,18,31,29,96,91,0
2850,16,18,31,29,96,91,0
18657,2,0,254,0,723,0,1
6417,2,0,254,0,108,0,1
2585,16,18,31,29,96,91,0
2269,28,42,31,29,79,819,0
14233,2,0,254,0,100,0,1
6988,2,0,254,0,100,0,1
1069,16,18,31,29,96,91,0
4607,68,70,31,29,59,849,0
1383,16,18,31,29,96,91,0
13196,10,8,62,252,81,132,1
19635,42,22,62,252,740,87,1
597,26,42,31,29,81,819,0
1772,106,114,31,29,89,108,0
3109,18,18,31,29,208,136,0
1618,64,66,31,29,59,785,0
16572,2,0,254,0,52,0,1
732,16,18,31,29,96,91,0
5736,2,0,254,0,69,0,1
17266,2,0,254,0,84,0,1
4953,6,2,254,60,43,43,0
11462,2,0,254,0,100,0,1
4236,48,50,31,29,62,610,0
14876,2,0,254,0,100,0,1
19785,12,8,254,252,111,90,1
997,8,12,31,29,53,735,0
17373,28,26,254,252,344,74,1
19897,10,6,254,252,53,45,0
4758,50,48,31,29,62,633,0
3129,52,40,31,29,718,82,0
7527,18,22,62,252,56,350,1
1558,80,80,31,29,58,910,0
11538,2,0,254,0,100,0,1
6360,2,0,254,0,100,0,1
1806,30,42,31,29,77,819,0
16797,2,0,254,0,108,0,1
1907,16,18,31,29,96,91,0
9440,2,0,254,0,100,0,1
4315,14,6,31,29,638,53,0
13284,2,0,254,0,100,0,1
17013,20,38,62,252,123,1078,1
17138,2,2,254,60,937,680,1
18138,10,6,254,252,53,45,0
2370,2,2,31,29,66,82,0
10047,28,82,62,252,52,1062,1
19423,4,0,254,0,532,0,1
3225,2,2,31,29,66,82,0
18272,12,8,254,252,69,109,1
830,16,18,31,29,96,91,0
1927,2,2,31,29,66,82,0
1758,16,18,31,29,96,91,0
9462,2,0,254,0,84,0,1
3735,2,2,31,29,73,89,0
247,28,30,31,29,166,103,0
16866,10,8,62,252,79,202,1
3178,16,18,31,29,96,91,0
3772,64,66,31,29,59,785,0
17345,10,10,62,252,81,136,1
7814,2,0,254,0,100,0,1
10088,10,10,62,252,80,339,1
3670,16,18,31,29,96,91,0
2064,16,18,31,29,96,91,0
3503,64,66,31,29,59,785,0
7278,2,0,254,0,100,0,1
15890,14,12,254,252,58,57,1
1798,16,18,31,29,96,91,0
17944,10,6,254,252,53,45,0
14271,10,6,254,252,108,45,1
